Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood_cluster,mood
62581,4CExtMzQjdIiyfzTNDoCDp,Mr.Children,HOME,あんまり覚えてないや,38,324440,False,0.579,0.58,4,-8.418,1,0.0288,0.165,8.17e-06,0.273,0.649,114.929,4,j-pop,3,Dark & Intense
98855,0acLFqq9jeMafFeRZWDEil,Mark Seibert,Artus Excalibur - Das Musical,Nur Sie Allein,21,303225,False,0.27,0.292,10,-9.552,1,0.0387,0.789,1.16e-05,0.0783,0.0657,140.684,4,show-tunes,1,High Energy
60374,1gdrNesoUadTXNdVaKS2t3,Ryuji Imaichi,ZONE OF GOLD,ZONE OF GOLD,23,195433,False,0.456,0.706,4,-6.391,0,0.119,0.0629,0.0,0.33,0.504,100.049,4,j-dance,4,Calm & Instrumental
18709,5x3J8PMzBOivIQaRvzErBg,Bruce Bruce,Losin' It,White People,22,273506,True,0.434,0.696,2,-19.142,1,0.899,0.915,0.0,0.709,0.15,72.251,3,comedy,0,Chill & Acoustic
11580,1wwKY8ICsV9wiCFMpdhPrr,Blanco White,Colder Heavens EP,Colder Heavens,58,273893,False,0.224,0.547,5,-9.906,0,0.042,0.773,0.00305,0.0872,0.291,83.416,1,british,1,High Energy
65661,1x7T34ntvHETqgVeYVK2Jm,Alka Yagnik;Sonu Nigam,Lucky: No Time For Love,Chori Chori,48,324880,False,0.722,0.709,11,-11.435,1,0.143,0.558,0.0,0.203,0.945,97.991,4,k-pop,3,Dark & Intense
18445,4uPOZjjtf8hwD7uxArwVh4,"""Weird Al"" Yankovic","The Essential ""Weird Al"" Yankovic","Trapped In the Drive-Thru (Parody of ""Trapped In The Closet"" by R. Kelly)",24,650986,False,0.751,0.503,4,-8.998,1,0.088,0.46,0.0,0.222,0.692,108.061,4,comedy,3,Dark & Intense
610,2M1bgJpUPjfKhHLIIfzGtX,William Fitzsimmons,Acoustic Sessions,Fortune - Acoustic,55,228013,False,0.529,0.0546,1,-23.684,1,0.0364,0.924,0.0428,0.108,0.517,78.451,4,acoustic,2,Happy & Danceable
54010,5JzTn1lBtfCwPvQmfBbwDp,Ishome,Confession,Adam,37,250682,False,0.731,0.508,9,-12.463,0,0.061,0.0306,0.875,0.0876,0.233,140.002,4,idm,4,Calm & Instrumental
56891,7kaDPACbIylIaRgVjsv0Mc,Cesare Cremonini,10's Music Grandi Successi,Lost In The Weekend,1,234933,False,0.716,0.861,2,-5.032,0,0.055,0.125,2.46e-06,0.102,0.5,108.006,4,indie-pop,3,Dark & Intense
16229,5JEyr135t1qMJioNg7fy5s,Edvard Grieg;Dietrich Fischer-Dieskau;Hartmut Höll,October Classical Playlist,"Fem digte, Op. 26: No. 5, Herbststimmung",0,93000,False,0.357,0.0147,5,-22.524,0,0.0479,0.985,0.000447,0.0584,0.11,107.869,1,classical,2,Happy & Danceable
54632,7LNdvaauHad6Qiqexxgqdt,Stumbleine,Spiderwebbed,Solar Flare,9,234293,False,0.515,0.621,2,-8.369,1,0.0359,0.0168,0.341,0.127,0.0948,87.491,4,idm,4,Calm & Instrumental
18651,0CaWTRBQ2MShWD7remjUfI,Jon Lajoie,You Want Some of This?,High as F%#K,38,174986,True,0.517,0.424,4,-11.046,1,0.0325,0.866,0.0,0.107,0.399,139.81,4,comedy,1,High Energy
43977,1EGMorS4dP8rc6A02Murq0,Sharapov;Patrick Hofmann,Amsterdam Dance Eves 2022,Distraction - Radio Edit,0,216806,False,0.776,0.748,4,-7.833,0,0.0441,0.0361,0.829,0.31,0.0947,118.982,4,groove,4,Calm & Instrumental
110261,69zxj1EFDfAouZu9JDmQld,Tiësto;KSHMR;VASSY,Secrets (Radio Edit),Secrets - Radio Edit,60,216967,False,0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004,4,trance,4,Calm & Instrumental
67689,4e4XWkrMXOgNo6eWGHOvaD,Alvaro Soler;Don Lore V,"Latin Dancefloor Monsters, Vol. 2",El Mismo Sol - Radio Edit,0,177644,False,0.827,0.866,8,-3.526,0,0.0526,0.0836,0.0,0.0755,0.969,112.979,4,latin,3,Dark & Intense
9725,1T8ZQh49DojARQ62H5aVx3,Armandinho,Sol Loiro,Acordar Cedo,43,236466,False,0.599,0.628,0,-7.821,1,0.0282,0.52,1.38e-06,0.13,0.382,82.012,4,brazil,1,High Energy
98282,4KMnGKLohTjMd8uD5F0SDU,Jubiläumscast Wien 2012,Elisabeth - Gesamtaufnahme Live - Jubiläumsfassung,Eine Kaiserin muss glänzen,27,224346,False,0.524,0.463,1,-11.269,1,0.124,0.648,0.0,0.466,0.538,146.847,4,show-tunes,1,High Energy
39161,4WmB04GBqS4xPMYN9dHgBw,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Day One,65,199422,False,0.311,0.0173,9,-27.788,0,0.0348,0.927,0.964,0.0727,0.0658,95.985,3,german,2,Happy & Danceable
10234,4eUXglxngkqBXw7kqeMgKL,Bombo Rosa,Rise,Rocinha - Mixed,16,195002,False,0.677,0.916,8,-4.836,0,0.0437,0.000167,0.935,0.329,0.644,128.001,4,breakbeat,4,Calm & Instrumental
10615,2NjdIu2UeJSqo5EOPvHoxF,Stanton Warriors;Keith Thompson,Rise,Let Go,13,231693,False,0.601,0.849,4,-6.654,0,0.0338,0.00151,0.114,0.104,0.0781,126.99,4,breakbeat,4,Calm & Instrumental
35340,4f3eO9ozjSkuYUeImTuXx6,Silvanno Salles,O Cantor Apaixonado Volume 20,Seu Policia,43,182987,False,0.721,0.806,1,-3.281,0,0.0349,0.739,0.0,0.143,0.743,139.049,4,forro,3,Dark & Intense
92292,7qOBXSVpUgiRCHplmyTPb3,Sun Cats,Pajala Till Haparanda,Pajala Till Haparanda,33,145520,False,0.587,0.815,0,-8.271,1,0.0324,0.0443,0.00304,0.16,0.962,161.952,4,rockabilly,3,Dark & Intense
40818,5uqJ5obS0NAfRYS7F66Y5T,Fernandinho,Galileu - Ao Vivo (Deluxe),Há Poder - Ao Vivo,38,237306,False,0.479,0.634,7,-7.626,1,0.0307,0.314,0.000873,0.618,0.0476,146.035,4,gospel,4,Calm & Instrumental
98920,1uldanPGdb0vukI1azwrPV,Michael Ball;Alfie Boe,Back Together,Queen Medley,20,356040,False,0.173,0.473,6,-8.528,0,0.043,0.626,0.00308,0.0737,0.15,78.644,4,show-tunes,1,High Energy
107669,0v0ObuYk6XIghHURqaaZU0,Little Dragon,Best Of,Sunshine,27,210413,False,0.794,0.524,10,-10.173,0,0.0441,0.105,0.37,0.0629,0.803,142.823,4,synth-pop,3,Dark & Intense
45312,3pajXCqOSkwgTIBXZEauQD,Tobias Berntsson,Fields Of Gold,Fields Of Gold,53,204051,False,0.59,0.154,2,-14.056,1,0.0736,0.977,0.923,0.11,0.295,175.735,4,guitar,2,Happy & Danceable
37787,0ZU144c24HFtcOGtXo9w1u,Mc Kako,Mão Santa,Mão Santa,43,214153,False,0.77,0.664,11,-5.383,0,0.0377,0.0703,0.0,0.0604,0.48,130.024,4,funk,3,Dark & Intense
112274,6YmIYB5h8biNAfzXuBcqLH,Cem Adrian,Gökyüzümün Yıldızları,Duymak İstiyorum,42,255385,False,0.404,0.369,2,-9.806,0,0.0349,0.815,0.0,0.307,0.146,78.268,4,turkish,1,High Energy
112450,5NJKTfyxjv4GlDL6kRQ5fg,Gülşen,Of Of,Nazar Değmesin,41,278186,False,0.504,0.504,5,-6.046,0,0.0515,0.324,0.0,0.133,0.468,139.48,4,turkish,1,High Energy
90678,63EGslqVxh4qwvqGMl3vMA,michael holliday,Anthology: The Deluxe Collection (Remastered),The Story of My Life - Remastered,30,135047,False,0.651,0.549,9,-7.528,1,0.0432,0.813,0.262,0.297,0.888,139.179,4,rock-n-roll,1,High Energy
50993,09aGJffraEqYkh3ocKJovx,Rata Blanca,Tormenta Eléctrica,Mansión de la Adivina (Bonus Track),20,256348,False,0.556,0.8,1,-5.204,1,0.043,0.000583,0.000775,0.0975,0.585,108.048,4,heavy-metal,3,Dark & Intense
59231,23aCW41msaLcDJK9J3mxfw,Confess,In Pursuit of Dreams,Dysentery!,0,312048,True,0.466,0.981,9,-1.142,1,0.0797,0.00142,7.21e-05,0.0861,0.226,127.014,4,iranian,4,Calm & Instrumental
82412,3oyc1mIdCBGaU55wX7otqM,Elvis Costello & The Attractions,This Year's Model (2021 Remaster),Pump It Up - 2021 Remaster,62,196680,False,0.645,0.809,11,-6.12,1,0.0385,0.00921,0.00108,0.106,0.966,138.978,4,power-pop,3,Dark & Intense
4476,00EAqLJcJP8IAzOmJ9q5g8,Novo Amor;Ed Tullett;Lowswimmer,Heiress,Amateur Blood,47,211813,False,0.338,0.202,1,-13.684,1,0.0314,0.953,0.194,0.111,0.128,116.745,4,ambient,2,Happy & Danceable
58208,3B0hzwc1e8AYOytj9hZS2I,Blue Stahli,Blue Stahli (Deluxe Edition),ULTRAnumb,55,265434,False,0.439,0.915,2,-7.078,0,0.0745,0.000184,0.000899,0.326,0.34,91.993,4,industrial,4,Calm & Instrumental
16801,1ajmDbaiiibRPxiXUSMGlg,Wolfgang Amadeus Mozart;Mao Fujita,Mozart: The Complete Piano Sonatas,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",13,178760,False,0.474,0.159,9,-19.083,0,0.0449,0.993,0.898,0.0872,0.585,103.512,4,classical,2,Happy & Danceable
7437,6A0FaycsgcMilTKX6psuT2,Greensky Bluegrass,If Sorrows Swim,A Letter to Seymour,24,134573,False,0.41,0.63,11,-5.724,1,0.0503,0.454,0.0818,0.0835,0.744,177.334,4,bluegrass,4,Calm & Instrumental
80774,2jBGJRgDrUbL0dfwTIFWVB,Yasser Desai,Jashne Amade Rasool,Aaqa Lelo Salaam Ab Humara,4,232948,False,0.515,0.185,7,-13.119,0,0.0285,0.779,5.68e-05,0.13,0.224,109.763,4,pop-film,1,High Energy
85979,0abN9L7CrgDzqnwsKNruuD,Luis Alberto Spinetta,Peluson Of Milk,Cielo De Ti,35,162626,False,0.538,0.143,9,-17.986,1,0.0345,0.728,6.58e-06,0.234,0.323,89.253,3,punk-rock,1,High Energy
9183,0Zj9TB27KLWpixW7WFRx6A,Tianastacia,Ta Na Boa,Conto De Fraldas,47,272293,False,0.675,0.594,2,-7.518,1,0.0281,0.0348,1.91e-05,0.451,0.598,118.052,4,brazil,3,Dark & Intense
43087,4Idm2ydGjeD7r2RXZm8h3V,Fear Factory,Metal,Body Hammer,0,305533,False,0.468,0.946,8,-6.635,1,0.0772,1.65e-05,0.0155,0.0987,0.362,81.961,4,groove,4,Calm & Instrumental
95145,6abSq0hivs5RJtraGRKKhS,Ray Barretto,Era Salsa para Bailar,Descarga La Moderna,0,266600,False,0.703,0.51,8,-13.915,1,0.0454,0.8,0.394,0.0879,0.858,113.211,4,salsa,1,High Energy
42052,2ltE2wBl11nvJP9LvNFH6e,Miasmatic Necrosis,Apex Profane,Body Farm,18,46911,False,0.359,0.917,4,-5.394,1,0.063,4.58e-06,0.874,0.333,0.483,85.089,3,grindcore,4,Calm & Instrumental
19493,2GEapH0Gfz5f1UahLkPuKO,Reba McEntire;The Isaacs,Christmas Country Songs 2022,What Child Is This?,0,198693,False,0.528,0.198,9,-13.06,0,0.027,0.911,0.000227,0.099,0.209,99.221,3,country,1,High Energy
5847,1R1vXeXn2ABnDd5SJHOXEF,Nattalia Sarria,Anime Music Collection,"Luz de Luna (From ""Sailor Moon"")",33,171326,False,0.603,0.927,5,-6.999,0,0.0461,0.0743,0.0,0.56,0.755,140.048,4,anime,3,Dark & Intense
70433,7iXPSlDdL0EQwPFtUR8ye1,BY2,TWINS,我知道,54,250026,False,0.674,0.584,5,-5.784,1,0.0319,0.678,0.0,0.098,0.29,115.92,4,mandopop,1,High Energy
6502,5EdmjcNVN9UIl71x2LPpxQ,Regarde Les Hommes Tomber,Exile,L'exil,18,200400,False,0.153,0.848,3,-5.289,1,0.0949,1.2e-05,0.85,0.189,0.0408,134.855,4,black-metal,4,Calm & Instrumental
8620,0zlaa4AmbFE7MVDijsyD9Q,Greta Van Fleet,The Battle at Garden’s Gate,Heat Above,67,341255,False,0.338,0.847,3,-3.692,1,0.0458,0.00881,0.00105,0.147,0.232,139.061,4,blues,4,Calm & Instrumental
8709,4yJZP61jBhVTesHBZ0gpQn,Sweet,"Fox on the Run (from the ""Guardians of the Galaxy 2"" Trailer)",Fox on the Run - Single Version,60,200800,False,0.481,0.747,4,-6.937,1,0.0364,0.00698,0.0,0.0646,0.732,127.597,4,blues,3,Dark & Intense
104977,5LlXYUfSei584BdUJ05Lo3,Fito y Fitipaldis,Por la boca vive el pez,Acabo de llegar,58,375119,False,0.565,0.87,0,-3.895,1,0.0409,0.252,0.000162,0.526,0.886,145.164,4,spanish,3,Dark & Intense
41567,43giVeu0nQElsqMHG3iNXf,Tarja,Colours in the Dark,Mystique Voyage,22,434680,False,0.375,0.634,8,-7.169,1,0.0316,0.517,0.0124,0.545,0.073,80.014,4,goth,1,High Energy
37417,7eL0pC73XR5EF940YEk79k,Kyan,Mandrake,Mandrake,50,112764,True,0.884,0.77,8,-4.504,0,0.231,0.121,0.0,0.107,0.747,86.729,5,funk,3,Dark & Intense
104645,0PQtwNW9pE1OOjCkcCh1r9,Nacho Vegas,El Tiempo De Las Cerezas,Serie negra,27,269933,False,0.5,0.57,2,-7.108,1,0.0399,0.597,1.76e-05,0.32,0.264,114.71,4,spanish,1,High Energy
97960,1TX0YtdSUwj9AvMJTTmvLV,Yasmin Santos;Tierry,Sempre Tem Um Ex (Ao Vivo No Casa Filtr) (feat. Tierry),Sempre Tem Um Ex (Ao Vivo No Casa Filtr) (feat. Tierry),43,168653,False,0.512,0.744,0,-3.957,0,0.0606,0.451,0.0,0.258,0.728,112.906,4,sertanejo,3,Dark & Intense
50589,167Pe961ZvuBoYYuFbBtTV,Stam1na,Uudet kymmenen käskyä,Likainen parketti,23,284973,False,0.452,0.977,4,-3.951,1,0.116,0.000685,0.00162,0.128,0.392,155.15,4,heavy-metal,4,Calm & Instrumental
12407,7pJH3YXNRUvq0ctKirL13A,Kary Ng,My January (Deluxe Version),人非草木,48,267586,False,0.549,0.468,0,-7.895,1,0.0289,0.596,0.0,0.127,0.415,118.018,4,cantopop,1,High Energy
113758,2o2u20zbZ2bCOUoBaGOM2s,Michael W. Smith,Worship Again,Ancient Words,41,276066,False,0.235,0.208,7,-14.046,1,0.0317,0.752,0.0,0.947,0.226,144.471,3,world-music,1,High Energy
61072,0OJjoFcJx0mxgObRrY5EJg,=LOVE,僕らの制服クリスマス,僕らの制服クリスマス,30,268946,False,0.519,0.933,5,-2.149,1,0.0519,0.366,1.33e-06,0.186,0.638,143.065,4,j-idol,3,Dark & Intense
47755,3J9NEWkd9Cx1MwSSvDySkL,Europe,The Final Countdown (Expanded Edition),Rock the Night,62,247306,False,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,4,hard-rock,4,Calm & Instrumental
35966,4OlpR5EwULijrATzM9VG3F,Calcinha Preta,As 20 +,Sonho Lindo,38,228680,False,0.657,0.867,0,-5.726,1,0.0457,0.127,0.0,0.129,0.866,80.017,4,forro,3,Dark & Intense
42782,3J7HnHIq0pAmwZgfHC5XBC,Anaal Nathrakh,The Age of Starlight Ends,The Age of Starlight Ends,14,273906,True,0.242,0.404,10,-5.292,0,0.066,1.24e-05,0.61,0.44,0.102,99.973,4,grindcore,4,Calm & Instrumental
12095,0Bpy7wcAOMg5ut2ERwPSbk,Byejack;Slizznico,兩旬之歌,兩旬之歌,31,207461,False,0.754,0.377,3,-8.306,1,0.0327,0.531,0.0569,0.111,0.207,115.021,4,cantopop,1,High Energy
40292,3Gf2BZwDDs6UNXInEgIkdo,Gerson Rufino,Não Preciso de Licença,Além Da Medicina,43,173200,False,0.697,0.455,7,-7.745,1,0.106,0.476,0.0,0.186,0.427,145.963,4,gospel,1,High Energy
101363,6eTRQbYbCnrnm0ghn4eUNd,Eleonora Feldt,Allt finns kvar,Allt finns kvar,65,239224,False,0.173,0.0112,0,-35.577,1,0.0333,0.912,0.952,0.107,0.0379,59.386,3,sleep,2,Happy & Danceable
47646,10TBENZSwzP5S1GzNnoBNX,Charlie Brown Jr.,De 1997 A 2007,Não Uso Sapato - Ao Vivo,38,174010,False,0.397,0.968,6,-6.355,1,0.0553,0.00152,0.00027,0.63,0.746,98.348,4,hard-rock,3,Dark & Intense
30874,4Hhk9MBrGgQVRFGhUuyvHj,twocolors;Kairos Grove,Night Drive Autumn/Winter 2022/23,BACK TO LIFE - TC/TC,0,180000,False,0.589,0.838,10,-5.945,0,0.0417,0.00587,0.228,0.379,0.322,126.113,4,edm,4,Calm & Instrumental
85703,0EgL7imlgj3T3dJsrjGDxc,Pornofilmy,Это пройдёт,Это пройдёт,49,236026,True,0.508,0.828,0,-3.826,0,0.213,0.00359,0.0,0.415,0.713,165.093,4,punk-rock,3,Dark & Intense
54522,1VRlXrQlHMiglOX6S8PrmQ,Obfusc,Neo Cab (Original Game Soundtrack),Parallax Neon,10,133714,False,0.631,0.588,1,-17.901,1,0.0325,0.894,0.951,0.102,0.694,140.041,4,idm,2,Happy & Danceable
7224,6yIpsFkAVTkeJI0sKnlFdH,Nickel Creek,Why Should The Fire Die?,Scotch & Chocolate,26,187906,False,0.401,0.405,2,-10.542,1,0.0309,0.463,0.397,0.0749,0.441,154.447,4,bluegrass,1,High Energy
12905,6zeblz6qaURo2JphS7XeFz,Edan 呂爵安;Feng Ze,一表人才,一表人才,56,259308,False,0.495,0.578,9,-5.2,1,0.0382,0.544,0.0,0.151,0.489,135.897,4,cantopop,1,High Energy
85690,2jDbpAwV9mEzj03lFwWU8t,Cadena Perpetua,Malas Costumbres,Desde El Infierno,37,177840,False,0.468,0.894,2,-5.575,1,0.0605,0.0107,0.0,0.127,0.696,165.642,4,punk-rock,4,Calm & Instrumental
75784,12U2SzAfaFSpDO5L4cxZyH,Dan Gibson's Solitudes,Caribbean Spa,Sea Breeze,21,443160,False,0.404,0.159,2,-24.28,1,0.0314,0.866,0.876,0.847,0.143,100.109,4,new-age,2,Happy & Danceable
95866,0m19MmjJ5E0JDWV5XrFSJF,Raphy Leavitt y Su Orquesta La Selecta;Sammy Marrero,30 Aniversario (Live),El Buen Pastor - Live,28,459160,False,0.696,0.728,9,-7.882,0,0.0493,0.308,1.5e-06,0.864,0.816,135.139,4,salsa,3,Dark & Intense
54983,2IAAJwjGbCOUKRZpe1oAy8,Tanzmuzik,Scratches,Phoenix At Desert,9,352800,False,0.201,0.376,9,-15.199,1,0.0658,0.993,0.969,0.175,0.0468,67.099,3,idm,2,Happy & Danceable
6774,4EDwQeE1ebbQr1I0ARcleQ,Woods Of Ypres,Woods III: Deepest Roots And Darkest Blues,December In Windsor,18,180600,False,0.491,0.773,6,-4.972,0,0.0291,0.0028,0.766,0.0853,0.518,105.021,3,black-metal,4,Calm & Instrumental
17207,6NvS4rMdQiHdr5anwyX8Dz,ZABO,Dusk & Dawn,Bing Bong,30,188481,True,0.622,0.996,6,-3.122,1,0.101,0.0379,0.779,0.115,0.211,106.998,4,club,4,Calm & Instrumental
17676,3Dk2StRqlP3JmXIY4aWyvA,Yikii,深眠中的小怪獸 ❀ a sleeping monster,underwater,18,188571,False,0.228,0.153,3,-23.075,1,0.0356,0.994,0.866,0.137,0.115,136.914,4,club,2,Happy & Danceable
63821,5eNlrdrZSTnfJjXpPg1ykV,ONE OK ROCK,Ambitions,I Was King,51,238826,False,0.571,0.875,6,-3.279,1,0.039,0.000247,5.47e-06,0.106,0.447,92.505,4,j-rock,4,Calm & Instrumental
106625,0F9B8q3pSSiRiSFNcWVXk6,Lars Winnerbäck;Hovet,Stort liv,Där elden falnar (men fortfarande glöder),36,269520,False,0.339,0.822,0,-5.887,1,0.0341,0.0254,0.000157,0.251,0.528,135.668,4,swedish,4,Calm & Instrumental
45239,7GAK2JDsDbu0BeX5OmL01T,Henrik Janson,Classical Baby Sleep Music,"Sonata No. 8 C Major: ""Pathétique""",28,155249,False,0.743,0.0946,10,-17.848,0,0.063,0.977,0.935,0.111,0.258,128.169,4,guitar,2,Happy & Danceable
72324,0d2mj7p92bZEckjowsc1a4,Architects,For Those That Wish To Exist,Meteor,55,241034,False,0.429,0.957,1,-3.069,0,0.107,0.000212,1.87e-06,0.0682,0.249,136.142,4,metalcore,4,Calm & Instrumental
28190,0NmnFMWMkTETNANGpVVqyc,Moore Kismet,Wasteland,Wasteland,51,183424,False,0.563,0.836,1,-3.901,0,0.0903,0.108,0.0,0.243,0.657,141.923,4,dub,3,Dark & Intense
70876,1wBQPw5ZGERNmt8iQ9ltEV,Jia Jia,為你的寂寞唱歌,命運,48,227487,False,0.516,0.333,6,-8.38,1,0.029,0.842,3.48e-05,0.112,0.364,136.196,4,mandopop,1,High Energy
105575,5n0SYA5tw2Czz6BBRNeMHe,Almo X,Night Shift,Wavy,33,112758,False,0.725,0.282,3,-12.094,1,0.103,0.973,0.879,0.186,0.187,86.984,4,study,2,Happy & Danceable
26158,6WTikw3wYizU78xt0ahfKv,Mark Benson,Piano Favorites 3,Let It Be - Piano Version,55,173644,False,0.243,0.0654,3,-25.734,1,0.0506,0.992,0.948,0.122,0.137,59.95,3,disney,2,Happy & Danceable
87248,3DjYOn9FGI4ruxzIzZ9BB8,Fidel Rueda,Musica del Pueblo,Escuchame,48,165013,False,0.665,0.777,10,-2.116,1,0.0399,0.427,0.0,0.115,0.842,174.831,3,r-n-b,3,Dark & Intense
21187,3oHhIVVvm5QHyHIVorWNke,Tiwa Savage;Davido,Afropop 2022,Park Well,0,178553,False,0.613,0.674,11,-5.696,1,0.112,0.576,0.000254,0.0899,0.7,197.506,4,dancehall,3,Dark & Intense
93206,70tpfY2mt3i1aqTzhvljAN,Maya Kristalinskaya,Знакомая песенка. Дискотека СССР,"Еду я - Из к/ф ""Лушка""",5,140773,False,0.522,0.321,5,-11.632,0,0.138,0.936,0.0,0.0937,0.718,167.36,4,romance,1,High Energy
37443,3exrP8BsX7hx42k5WfLvQ6,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,O Espetáculo,To em Frente ao Mar,49,350823,True,0.601,0.641,5,-0.18,0,0.195,0.123,0.0,0.144,0.546,112.105,5,funk,3,Dark & Intense
106740,6FarCpyn5xOwriTFSfL0U8,Benny Anderssons Orkester;Helen Sjöholm;Tommy Körberg,BAO på turné (Live),Det är vi ändå - Live,36,238306,False,0.592,0.437,9,-8.223,1,0.0285,0.757,0.0,0.914,0.799,136.89,4,swedish,1,High Energy
46245,3MCsJ80r4QxeWBFEG2bUPG,Charly Lownoise;Mental Theo,Gabber Top 25 (The Best Happy Hardcore Hits Ever),Wonderful Days,22,331572,False,0.558,0.92,9,-10.974,1,0.0722,0.0101,0.927,0.994,0.113,173.886,4,happy,4,Calm & Instrumental
108330,46YPj2gAuU9UVzrlmWuqHt,Astor Piazzolla;Roberto Goyeneche,Edición Crítica: Piazzolla-Goyeneche En Vivo,El Gordo Triste - En Vivo Teatro Regina 1982,21,241453,False,0.493,0.408,7,-13.327,0,0.353,0.635,0.0,0.793,0.538,110.442,5,tango,1,High Energy
56926,5ZkAx8zjLiSs1nMmBwJoZS,Owl City,Wreck-It Ralph,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",67,218093,False,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,4,indie-pop,4,Calm & Instrumental
104355,0s5UPSgxQTD8tPvvz8LqBU,Porta,No Es Cuestión de Edades (Maqueta 2006),"Corazón, Boli y Papel",31,267193,False,0.756,0.694,1,-4.624,0,0.25,0.449,0.0,0.249,0.557,177.243,4,spanish,3,Dark & Intense
16712,0gBtRrMYlHoToeVB3cstKs,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"12 Variations on an Allegretto in B Flat, K.500: 8. Variation VII",4,65536,False,0.601,0.0588,10,-27.72,0,0.0747,0.995,0.916,0.0899,0.354,125.689,4,classical,2,Happy & Danceable
80451,2wJ9d1Gfj8OqcznPAroqvh,Arijit Singh,Raaz Reboot,Lo Maan Liya,60,300274,False,0.568,0.55,11,-6.172,0,0.0262,0.728,3.62e-05,0.251,0.436,110.079,4,pop-film,1,High Energy
26823,1ClHuTCTELQiJRNdqsUtaV,Goofy,Best of Children's Favorites- Mickey's Top 40 Tunes,Take Me Out to the Ball Game,19,99200,False,0.627,0.599,7,-5.839,1,0.0975,0.695,1.57e-05,0.0831,0.751,105.102,1,disney,3,Dark & Intense
103965,3Sx0q69PAFb74XZyLJzq0Q,Darci,Long Days Away EP,Twilight,54,160000,False,0.696,0.515,5,-9.674,0,0.0322,0.243,6.62e-05,0.0657,0.397,134.938,4,soul,1,High Energy
111430,2gamThf1tKQIGXX5flOvX0,Sofa Surfers;Mani Obeya,Superluminal,Broken Together,46,286386,False,0.669,0.531,11,-7.722,0,0.0427,0.0593,0.0271,0.11,0.528,175.991,4,trip-hop,3,Dark & Intense
45514,4RJTLMvD6k82688P6mlZd7,Kuana Torres Kahele,"Music for the Hawaiian Islands, Vol. 3 (Pi'ilani, Maui)",Ka'a Na Ale,24,200334,False,0.331,0.316,0,-8.356,1,0.0294,0.918,1.84e-05,0.0911,0.397,147.251,4,guitar,1,High Energy
82846,0wHuZDzuvyinhVnxyy9ZJO,Cheap Trick,At Budokan,"Clock Strikes Ten - Live at Nippon Budokan, Tokyo, JPN - April 1978",23,241293,False,0.332,0.981,2,-8.838,1,0.129,0.0217,0.302,0.891,0.237,161.16,4,power-pop,4,Calm & Instrumental
55795,6IskNuvBwK8YzFrjvXIp5h,The Local Train,Aalas Ka Pedh,Yeh Zindagi Hai,45,249160,False,0.633,0.616,9,-7.395,1,0.0288,0.126,0.0,0.078,0.7,131.072,4,indian,3,Dark & Intense
40699,63qYnhfLWKoEEBY6pLHkWf,Aline Barros,Aline Barros 20 Anos Ao Vivo,O Poder do Teu Amor (The Power Of Your Love) - Ao Vivo,40,372720,False,0.509,0.55,2,-7.17,0,0.0262,0.0731,0.0,0.682,0.397,136.969,4,gospel,4,Calm & Instrumental
5638,6TP6fgrqu2BI55tDWYmUOW,Aqua Timez,The BEST of Aqua Timez,等身大のラブソング,37,278666,False,0.643,0.741,10,-4.635,1,0.0305,0.395,0.0,0.0652,0.862,75.994,4,anime,3,Dark & Intense
45215,41r63OHTYG2iq8ehMPHhhW,Howard Roberts,The Very Best of Howard Roberts,Dirty Old Bossa Nova,28,132973,False,0.643,0.226,8,-19.726,1,0.0982,0.253,0.808,0.0999,0.823,81.968,4,guitar,2,Happy & Danceable
55535,06C6QABI5ChBAsw95J9oTo,Ankur Tewari;The Ghalat Family;Karsh Kale,Side A,Mohobbat Zindabad,47,209733,False,0.781,0.602,9,-4.881,1,0.0523,0.225,4.17e-05,0.124,0.554,129.011,4,indian,3,Dark & Intense
59644,0SEgsKSMCYJFG7SJCRlkZs,Ata Ebtekar,Persian Electronic Music Yesterday And Today1966-2006,Micro Tuning,0,430653,False,0.558,0.965,2,-7.751,0,0.531,0.763,0.836,0.277,0.16,97.875,4,iranian,0,Chill & Acoustic
106238,2KDi0PgHOOs6Qk1Zec08Na,Elov & Beny,DU LEVER BARA EN GÅNG,DU LEVER BARA EN GÅNG,44,180372,False,0.612,0.769,10,-6.289,0,0.038,0.131,0.0,0.336,0.474,160.95,4,swedish,4,Calm & Instrumental
